ISBN,Publication Year,Original Title,Authors,One Star Reviews,Two Star Reviews,Three Star Reviews,Four Star Reviews,Five Star Reviews
60534052,2003.0,A Faint Cold Fear,Karin Slaughter,125,649,4177,8797,8463
399167846,2015.0,The Rose Society,Marie Lu,270,1139,5272,11606,11686
345484274,2000.0,Angel Falls,Kristin Hannah,245,1086,5084,7454,6039
670011304,2009.0,Waiting For You,Susane Colasanti,532,1570,5478,6263,6813
147673190X,2014.0,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Jeff Hobbs,219,531,2686,6804,6530
425201333,2003.0,,Li Cunxin,146,492,3189,7867,6929
553807234,2009.0,The Neighbor,Lisa Gardner,126,678,4446,10155,8077
140121813X,2008.0,Y: The Last Man Vol. 10: Whys And Wherefores,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",210,595,2255,6180,10935
812520475,1984.0,Eon,Greg Bear,248,1189,5200,7607,5542
812993101,2016.0,The Summer Before the War,Helen Simonson,408,1439,5778,9356,5259
679723951,1961.0,"Erinnerungen, Träume, Gedanken von C.G. Jung","C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",373,614,2690,5618,8309
425234339,2010.0,Bullet,Laurell K. Hamilton,1144,2479,6313,7744,9822
1409135195,2011.0,The Scottish Prisoner,Diana Gabaldon,194,571,3497,7897,9288
60725133,2001.0,Reunion,Meg Cabot,167,996,6742,11083,11949
,2011.0,بيكاسو وستاربكس,ياسر حارب,1213,2085,4127,4232,4637
571206921,1970.0,Směšné lásky ,"Milan Kundera, Suzanne Rappaport",179,838,4631,7271,4489
61230839,2007.0,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,539,1623,6301,9123,9269
1557091528,1787.0,The Constitution of the United States of America,Founding Fathers,254,461,1756,3180,14282
382285980X,1992.0,Gustav Klimt: le monde comme une forme féminine,Gilles Néret,319,761,2767,4725,7169
60955228,1947.0,Under the Volcano,Malcolm Lowry,799,1715,3931,5419,6136
,2014.0,Sleep tight,Rachel Abbott,296,822,3837,7433,6066
679824111,2002.0,Dinosaurs Before Dark,"Mary Pope Osborne, Salvatore Murdocca",611,1649,6170,6669,8340
1416505490,1958.0,Have Space Suit - Will Travel,Robert A. Heinlein,142,1025,6164,8319,6135
1598184318,1904.0,The Sea Wolf,Jack London,212,809,4184,7518,6718
60725141,2001.0,Darkest Hour,Meg Cabot,140,791,5686,10675,12618
1770460608,2011.0,Hark! A Vagrant,Kate Beaton,491,646,2405,6392,10855
375727132,2002.0,The Dive From Clausen's Pier,Ann Packer,792,2376,7168,6543,2760
60576170,1912.0,Der Tod in Venedig,"Thomas Mann, Michael Henry Heim, Michael Cunningham",662,1971,6162,8044,6009
62508342,1992.0,The Tibetan Book of Living and Dying,"Sogyal Rinpoche, Andrew Harvey",236,621,2870,5847,8806
345482409,1999.0,Enchantment,Orson Scott Card,373,1334,5621,8931,6899
1594561796,1839.0,The Fall of the House of Usher ,Edgar Allan Poe,314,1554,6878,10945,8762
141691420X,2009.0,The Soldiers of Halla,D.J. MacHale,343,734,2903,5214,10740
385732074,2005.0,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",E. Lockhart,1180,2926,7723,7355,4834
140236236,1991.0,Regeneration,Pat Barker,268,906,3897,7880,7042
,2014.0,Four: The Initiate,Veronica Roth,219,660,3651,6351,9778
91879205,2002.0,Lucky Man,Michael J. Fox,197,577,3623,7658,6552
1841957178,2005.0,The Penelopiad,Margaret Atwood,464,2307,8074,9567,5286
1597801607,2007.0,The Improbable Adventures of Sherlock Holmes,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",225,373,1920,4638,9545
743265025,2005.0,The Starter Wife,Gigi Levangie Grazer,717,2101,5867,5405,3625
140120077X,2003.0,"Fables, Volume 2: Animal Farm","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",133,645,4400,10514,8928
067974472X,1963.0,The Fire Next Time,"James     Baldwin, Kıvanç Güney",105,327,2002,6326,12568
786837462,2006.0,Don't Let the Pigeon Stay Up Late!,Mo Willems,339,752,3330,6417,14829
1401204953,2005.0,We3,"Grant Morrison, Frank Quitely",811,1239,3777,6104,7786
60096128,2003.0,Princess in Pink,Meg Cabot,444,2504,10120,9222,7250
61288853,2008.0,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,535,1556,4731,5573,10893
375753141,1920.0,Main Street,Sinclair Lewis,585,1562,5585,7367,5410
,2014.0,Percy Jackson's Greek Gods,"Rick Riordan, John Rocco",159,387,2541,7679,18797
618683070,2006.0,Dairy Queen,Catherine Gilbert Murdock,1003,2010,6345,8742,6721
61493341,2012.0,Telegraph Avenue,Michael Chabon,991,2427,5767,5865,2459
385341962,2009.0,Genesis,Karin Slaughter,101,313,2998,9457,9371
125005480X,2015.0,The Book of Speculation,Erika Swyler,441,1769,6454,7640,3269
042523567X,2009.0,Flirt,Laurell K. Hamilton,1325,3195,7394,7308,9218
515124214,1998.0,Inner Harbor (Chesapeake Bay Saga #3),Nora Roberts,68,599,4991,9410,10553
61779725,2010.0,Bite Me,Christopher Moore,400,1223,5767,8935,5970
394719689,1973.0,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,618,1196,3176,3629,6184
886778581,1998.0,Green Rider,Kristen Britain,413,1120,4639,9146,10362
785729194,1968.0,The Dragonriders of Pern,Anne McCaffrey,206,682,3748,7415,10618
1594631395,2013.0,"Boy, Snow, Bird",Helen Oyeyemi,1017,3043,6716,6277,2726
312939035,1988.0,E Is for Evidence,Sue Grafton,72,659,8053,11032,6344
140006760X,2011.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David  Brooks,426,1230,4060,6145,4883
385533411,2010.0,Solar,Ian McEwan,1065,3261,7712,5997,2006
226458083,1962.0,The Structure of Scientific Revolutions,Thomas S. Kuhn,484,1003,3297,6234,6490
312424671,2004.0,Small Island,Andrea Levy,320,1003,4534,8385,5412
1250022134,2016.0,A Great Reckoning,Louise Penny,138,301,1596,6522,11972
446610178,2000.0,The Sky is Falling,Sidney Sheldon,345,1718,6063,5293,2951
385517254,1990.0,,Peter M. Senge,857,1311,4497,6850,8101
553265954,1940.0,Sonnenfinsternis,"Arthur Koestler, Daphne Hardy",253,793,3649,7516,7241
425238814,2011.0,The Perfect Play,Jaci Burton,926,1862,7167,11281,11532
767915593,1997.0,Straight Talking,Jane Green,511,1558,6206,6118,4050
441014186,2006.0,"Dauntless (The Lost Fleet, #1)",Jack Campbell,271,1048,4742,9006,6249
7133618,2000.0,The Curse of Chalion,Lois McMaster Bujold,318,852,3764,9004,10198
778322858,2005.0,Me & Emma,Elizabeth Flock,364,1102,4459,7064,5896
515136263,2002.0,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts,115,707,4841,9132,10993
316040096,2009.0,Ash,Malinda Lo,1199,2553,6553,7467,6180
000721975X,2009.0,The Burning Land,Bernard Cornwell,48,191,2318,7965,8349
609807919,2003.0,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,290,960,4680,8457,9447
893816949,1972.0,Diane Arbus: An Aperture Monograph,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",665,1064,2639,3735,6783
763620912,2003.0,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,474,1775,6478,7195,6287
1551111721,1900.0,Lord Jim,Joseph Conrad,1063,2299,6399,7601,5341
375836977,1975.0,A Color of His Own,Leo Lionni,166,546,3034,5077,9061
671664263,1987.0,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Neil Gaiman,158,479,2786,5345,9983
142400769,2002.0,Things Not Seen,Andrew Clements,367,1333,5736,7987,6865
,2006.0,House,"Frank E. Peretti, Ted Dekker",1187,2431,5115,5507,5553
765335344,2013.0,Vicious,"V.E. Schwab, Victoria Schwab",265,834,3829,10026,13537
425194523,1976.0,Raise the Titanic!,Clive Cussler,147,854,5145,7976,6470
078685149X,2004.0,The Supernaturalist,Eoin Colfer,277,1595,6618,8871,6991
60852003,2007.0,Queen of Babble in the Big City,Meg Cabot,477,1719,7512,8856,6511
394900871,1958.0,Yertle the Turtle (Classic Seuss),Dr. Seuss,393,1074,5364,7608,12057
1609071220,2012.0,,Camron Wright,151,453,2487,7623,8260
037570342X,2001.0,Family Matters,Rohinton Mistry,141,654,3799,7814,5394
553588729,2002.0,The Happiest Baby on the Block,Harvey Karp,228,937,3901,6277,5084
,2013.0,Until You,"Penelope Douglas, Nelson Hobbs",231,616,3447,9658,16148
,2004.0,Perahu Kertas,Dee Lestari,237,852,3278,5309,4780
786856920,2000.0,Schooled,Gordon Korman,588,1562,5602,7435,6494
1936608898,2012.0,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",407,702,2989,6280,7132
151012709,2007.0,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,287,690,2541,4980,7763
440227194,1996.0,Brian's Winter,Gary Paulsen,281,880,4518,7115,6748
452287073,1991.0,How the Garcia Girls Lost Their Accents ,Julia Alvarez,360,1572,6363,7253,3394
,2014.0,Be with Me,"J. Lynn, Jennifer L. Armentrout",273,1133,5585,13508,14014
1406501077,1886.0,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",Louisa May Alcott,306,1683,8009,9340,7127
525955100,2016.0,Home ,Harlan Coben,204,662,3305,8774,9759
872860744,1969.0,Notes of a Dirty Old Man,Charles Bukowski,211,723,3574,6784,5566
525952896,2008.0,Fasandræberne,"Jussi Adler-Olsen, K.E. Semmel",270,999,5236,9213,4999
1594486344,2013.0,The Good Lord Bird,James McBride,512,1358,4234,6298,4246
689840349,1974.0,Greenwitch,Susan Cooper,201,933,5676,8641,8080
158240612X,2006.0,"The Walking Dead, Vol. 5: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn",92,359,2671,7436,9855
671023462,1995.0,,Elizabeth Chandler,639,1429,4430,6474,11065
,2014.0,"Take a Chance (Chance, #1)",Abbi Glines,368,1154,5212,11925,13501
62072188,2011.0,Portrait of a Spy,Daniel Silva,97,352,2762,7890,8462
316012823,2006.0,One Good Turn,Kate Atkinson,236,1241,6192,10025,4721
64407330,2002.0,Abarat,Clive Barker,385,1045,4059,7777,9077
586203192,1987.0,2061: Odyssey Three,Arthur C. Clarke,308,2112,7924,6639,3289
,2007.0,What Got You Here Won't Get You There: How Successful People Become Even More Successful,"Marshall Goldsmith, Mark Reiter",293,884,3779,5612,5406
1439187312,2010.0,The Walk,Richard Paul Evans,275,706,2913,6277,7338
61284424,2011.0,Afterlife,Claudia Gray,848,2320,6273,7039,8444
399250484,2007.0,Slam,Nick Hornby,728,3105,8452,5906,2005
547628382,2013.0,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,377,945,4836,11653,12269
544289595,2014.0,The Crossover,Kwame Alexander,701,755,2807,7316,11356
,2007.0,Edensor,Andrea Hirata,115,464,2507,4635,4538
739464469,2004.0,The Line of Beauty,Alan Hollinghurst,790,1749,4280,6190,4751
749009519,2011.0,The Rose Garden,Susanna Kearsley,203,831,4765,9659,7349
1595541217,2005.0,Monster,Frank E. Peretti,511,1606,4722,5733,5822
451208188,2002.0,The English Assassin,Daniel Silva,93,385,3586,9527,7062
743284887,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,129,705,4153,6861,3597
60833459,1966.0,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,318,721,3134,5701,7349
1632150190,2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",916,1615,5546,9383,8912
553808036,2013.0,Innocence,Dean Koontz,678,1750,4887,6031,4759
399154779,2004.0,Dark of the Moon,John Sandford,337,739,4335,8610,6842
1401917593,2006.0,The Law of Attraction: The Basics of the Teachings of Abraham,"Esther Hicks, Jerry Hicks",320,617,2433,4075,6731
1423157524,2014.0,In The Afterlight,Alexandra Bracken,186,670,3147,8802,15206
373210450,2012.0,Goddess Interrupted,Aimee Carter,571,1647,5492,8643,11003
689859384,2003.0,Lucinda’s Secret,"Holly Black, Tony DiTerlizzi",244,1320,7895,9138,7804
688213855,1950.0,Henry Huggins,"Beverly Cleary, Tracy Dockray",295,884,5894,7699,7846
64434516,1960.0,Bedtime for Frances,"Russell Hoban, Garth Williams",333,958,4598,6569,10646
4770020678,1981.0,窓ぎわのトットちゃん,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",200,407,1980,5376,8251
804178429,2015.0,Half the World,Joe Abercrombie,52,299,2560,8863,7114
375758259,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,183,395,2606,6635,6657
1590303164,1986.0,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,207,701,3527,7233,9170
316000981,2002.0,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,120,752,3868,6946,9347
886777631,1996.0,City of Golden Shadow,Tad Williams,537,1435,4488,7527,6829
425217299,2007.0,An Ice Cold Grave,Charlaine Harris,186,1199,7172,11549,8722
,1980.0,Jacob Have I Loved,Katherine Paterson,1066,2636,7650,8766,6592
316089516,2010.0,The Postcard Killers,"James Patterson, Liza Marklund",360,1569,5879,7931,5437
1421536382,2008.0,神様はじめました 1,"Julietta Suzuki, Tomo Kimura",352,608,2414,4728,12625
,2014.0,Maybe Not,Colleen Hoover,310,1009,4677,9769,11340
689869118,2004.0,Black Water,D.J. MacHale,181,636,3640,7120,8723
425093255,1942.0,Five Little Pigs,Agatha Christie,113,807,6389,10238,7201
345524497,2011.0,Embassytown,China Miéville,515,1311,4527,8335,5828
553582763,2002.0,By the Light of the Moon,Dean Koontz,264,1118,5698,7569,5540
553212419,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,92,194,1676,5641,10479
60809086,1930.0,Strong Poison,Dorothy L. Sayers,224,589,3601,8103,8341
836220625,1984.0,The Far Side Gallery,Gary Larson,110,281,2205,5944,11579
373210698,2013.0,The Eternity Cure,Julie Kagawa,438,917,4020,9220,14746
425163717,1998.0,Holiday in Death,J.D. Robb,54,360,3810,10087,13162
,2013.0,Thief,Tarryn Fisher,340,755,2930,7815,16939
074349282X,2004.0,Between a Rock and a Hard Place,Aron Ralston,405,1201,4265,6428,4739
345379063,1984.0,Legend ,David Gemmell,198,644,2946,6695,10037
803736703,2012.0,,Sheila Turnage,524,908,3404,6405,7059
330418882,2004.0,"Every Boy's Got One (Boy, #3)",Meg Cabot,477,1587,6350,7178,6061
451166604,1987.0,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,112,404,3102,6672,7971
385538898,2016.0,,Chris Bohjalian,418,1354,5382,8035,3392
811874559,2010.0,All My Friends Are Dead,"Avery Monsen, Jory John",236,662,3131,6169,9898
1405038160,2007.0,The Six Sacred Stones,Matthew Reilly,231,667,3025,6444,8034
051512317X,1998.0,Rising Tides (Chesapeake Bay Saga #2),Nora Roberts,68,616,4923,9286,10420
1421506130,2004.0,Bleach―ブリーチ― 15,Tite Kubo,179,460,2037,3934,10558
60727535,1997.0,Cash: The Autobiography of Johnny Cash,"Johnny Cash, Patrick   Carr",243,585,3076,5874,6215
6471250,1976.0,A Stranger in the Mirror,Sidney Sheldon,430,1621,5518,5509,3561
375821821,2005.0,Flush,Carl Hiaasen,306,1218,5764,8377,6101
679600213,1937.0,Out of Africa,"Isak Dinesen, Karen Blixen",405,1353,5209,9006,8212
743281632,2007.0,The Watchman,Robert Crais,196,515,3370,8108,6992
1400067820,2012.0,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,705,1113,2979,5654,8055
62267728,2012.0,,Molly McAdams,761,1238,3866,8237,12065
1451683405,2012.0,Free Will,Sam Harris,615,1206,3887,5979,5226
149262246X,2016.0,This Is Where It Ends,Marieke Nijkamp,1281,3106,7170,8414,7166
778324214,2007.0,Stray,Rachel Vincent,1370,2607,7014,9399,10072
316018600,2008.0,A Summer Affair,Elin Hilderbrand,487,1889,6361,6956,4713
385737432,2012.0,Liar & Spy,Rebecca Stead,577,1306,5211,7835,5653
142302392,1991.0,Mariel of Redwall,"Brian Jacques, Gary Chalk",108,851,6051,8437,7117
142003344,2002.0,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,397,803,2781,5801,6647
345496531,2007.0,The Dreaming Void,Peter F. Hamilton,160,494,2781,7678,7527
545040566,2009.0,Being Nikki,Meg Cabot,421,1854,6931,9011,8348
743482859,1606.0,The Tragedie of Antony and Cleopatra,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",369,2123,7948,8298,5373
689839081,2001.0,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,164,764,5311,9075,8595
1442413174,2010.0,The Eternal Dawn,Christopher Pike,549,1052,2875,4005,9053
743442849,1998.0,Addicted,Zane,442,672,1944,3591,8531
765329581,2012.0,Article 5,Kristen Simmons,1007,2127,6014,8111,7737
312241356,1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic","Randy Shilts, William Greider",152,324,1945,5815,9717
,2013.0,Found in You,Laurelin Paige,219,723,3903,10649,13768
440244447,2008.0,Midnight Rising,Lara Adrian,149,682,4582,10267,12982
60534044,2002.0,Kisscut,Karin Slaughter,165,616,4035,9035,8399
1936365014,2011.0,,"Miranda July, Brigitte Sire",690,1336,3584,4480,6285
747549923,1964.0,Last Exit to Brooklyn,"Hubert Selby Jr., Gilbert Sorrentino",428,1029,3658,6593,5865
571207766,2000.0,La fiesta del chivo,"Mario Vargas Llosa, Edith Grossman",189,557,2348,6291,7773
439755204,2004.0,"Drums, Girls & Dangerous Pie",Jordan Sonnenblick,300,617,2866,6885,10209
1439172560,2015.0,The First Bad Man,Miranda July,885,1914,4602,6088,3809
886776066,1993.0,To Green Angel Tower (Storm),Tad Williams,187,657,3118,6749,8702
,2013.0,Jet,Jay Crownover,239,1063,6256,13787,12242
1400097029,2005.0,The Sea,John Banville,937,2471,5705,6140,3746
316405345,2014.0,Invisible,"James Patterson, David Ellis",268,705,3536,7704,6754
425210758,1993.0,Mr. Murder,Dean Koontz,329,1584,6533,7362,4930
316074144,2010.0,Changeless,Gail Carriger,172,1084,7387,14794,10027
812505182,1991.0,The Magic of Recluce,L.E. Modesitt Jr.,457,1402,4952,7109,5889
451211030,1974.0,"The Bastard (Kent Family Chronicles, Vol. 1)",John Jakes,186,653,3923,6791,7599
1594745765,2012.0,The Last Policeman,Ben H. Winters,232,1025,5173,8774,3460
345487133,1949.0,Earth Abides,George R. Stewart,410,1231,3943,6678,6844
446608378,1999.0,Thunderhead,"Douglas Preston, Lincoln Child",146,607,4138,8216,7756
316106534,2002.0,"Allies of the Night (Cirque Du Freak, Book 8)",Darren Shan,128,686,3587,6605,9289
425241505,2011.0,Dragon bound,Thea Harrison,776,1461,5063,10837,14485
553269216,1919.0,Rainbow Valley,L.M. Montgomery,212,1369,6925,10355,10436
843955848,2005.0,The Colorado Kid,Stephen King,1068,3597,8765,6130,2962
194232638,1902.0,The Monkey's Paw,"Diane Mowat, W.W. Jacobs",326,1187,4909,6243,5544
553297260,1991.0,Darkness,John Saul,223,794,4744,6013,5686
157683932X,1978.0,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",148,345,2131,4793,7498
380811081,2004.0,Again the Magic ,Lisa Kleypas,475,1081,5211,9597,10061
61093327,1998.0,Low Country,Anne Rivers Siddons,172,600,4147,6475,5192
385737637,2010.0,Revolution,Jennifer Donnelly,592,1363,4626,8627,9635
345451325,2001.0,The Fall of Reach,Eric S. Nylund,96,432,2462,5746,7803
61957917,2013.0,,Kim Harrison,69,274,2270,8588,14830
446324825,1975.0,Audrey Rose,Frank De Felitta,301,1187,5042,5533,5825
110194661X,2016.0,The Nix,Nathan  Hill,372,1029,3985,9628,10246
61935107,2011.0,Vanish,Sophie Jordan,476,1645,6345,9236,9818
836218523,1989.0,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,60,157,1075,3478,14070
809510839,1872.0,Carmilla,J. Sheridan Le Fanu,338,1449,7088,9344,6773
439436567,2004.0,Drowned Wednesday,Garth Nix,217,1151,6456,8307,6112
375829830,2003.0,Saving Francesca,Melina Marchetta,643,1501,5587,10096,9565
,2012.0,Avoiding Commitment,K.A. Linde,1444,2174,5960,9706,10226
316224189,2012.0,Confessions of a murder suspect,"James Patterson, Maxine Paetro",538,1552,5304,7683,7609
1401205011,2005.0,Y: The Last Man Vol. 6: Girl on Girl,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",203,561,3305,7786,9400
307394956,2008.0,Skeletons at the Feast,Chris Bohjalian,311,846,3968,8762,6359
449221490,1994.0,L is for Lawless,Sue Grafton,111,727,6844,9542,6533
440420059,2003.0,Milkweed,Jerry Spinelli,329,1032,4327,7542,7362
60283262,2000.0,If You Give a Pig a Party (If You Give...),"Laura Joffe Numeroff, Felicia Bond",200,669,3376,4740,9409
140157727,1993.0,Virtual Light,William Gibson,134,906,5272,7689,4444
61719544,2009.0,American on Purpose,Craig Ferguson,444,799,3838,7232,6116
1401303382,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,397,1268,4800,6310,5227
61852058,2010.0,Nine Rules to Break When Romancing a Rake,Sarah MacLean,527,1145,5301,11221,11645
316185906,2012.0,The Lifeboat,Charlotte Rogan,796,3605,8615,5897,1681
781805503,1895.0,Quo vadis?,"Henryk Sienkiewicz, W.S. Kuniczak",326,966,3527,6522,9030
62235796,2014.0,The Jewel,Amy Ewing,713,1827,5852,8886,8191
439672449,2001.0,The Fire Within,Chris d'Lacey,968,2203,5865,6732,7541
586203818,1990.0,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",108,513,3170,7350,10335
515144592,2008.0,The Hollow,Nora Roberts,219,957,4993,8894,10340
590259385,1989.0,Is Your Mama A Llama?,"Deborah Guarino, Steven Kellogg",259,793,3760,5466,9295
1476792496,2013.0,After We Collided,Anna Todd,1619,2520,5459,6492,8737
385535635,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,596,1836,5894,6199,3219
067975833X,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,202,634,3100,7051,6402
312546343,2012.0,,David Wong,94,381,2466,6967,8145
3822835536,1994.0,Dali: The Paintings,"Robert Descharnes, Gilles Néret",322,707,2442,3897,7395
1416505067,2005.0,Seven Ancient Wonders,Matthew Reilly,437,919,3083,6268,7699
1605045535,2009.0,,Cherrie Lynn,580,1571,7119,11411,8723
345443586,2006.0,Mistral's Kiss,Laurell K. Hamilton,456,1695,5877,8400,11440
743287932,,,Stephen R. Covey,319,789,2989,4904,5395
044640098X,2009.0,Desire Unchained (Shadow Lover),Larissa Ione,239,768,4093,9898,13521
399146261,2000.0,Cold Fire ; Hideaway; The Key to Midnight,"Dean Koontz, Leigh Nichols",291,540,3153,5715,7882
765327821,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,602,1829,5770,8169,6090
1476789258,2015.0,Eight Hundred Grapes,Laura Dave,373,1618,5989,6819,2858
044900578X,1998.0,"Welcome to the World, Baby Girl!",Fannie Flagg,199,1066,5513,7936,5024
393318680,1998.0,Filth,Irvine Welsh,463,1351,4679,6637,4541
316066346,2005.0,The Girls,Lori Lansens,377,1168,4640,7583,4357
345543009,2016.0,Turbo Twenty-Three,Janet Evanovich,291,1624,7442,8110,5681
446618675,1999.0,The Alibi,Sandra Brown,177,707,4254,7586,6730
62088149,2012.0,A Land More Kind Than Home,Wiley Cash,311,902,4603,7969,4361
590224735,1986.0,Kristy's Great Idea,Ann M. Martin,616,1473,5790,6114,9193
545298423,2012.0,,Roland Smith,306,712,3463,4758,8930
307718964,2013.0,,Sheri  Fink,356,1108,4001,6810,5021
1400031540,1996.0,Den femte kvinnan,"Henning Mankell, Steven T. Murray",210,564,3567,8339,5701
1594489998,2008.0,The Wordy Shipmates,Sarah Vowell,470,1568,5652,7337,3759
140443150,1885.0,Bel-Ami,"Guy de Maupassant, Douglas Parmée",344,1409,5574,7916,5509
226500667,1976.0,A River Runs Through It and Other Stories,Norman Maclean,211,655,2972,6343,7935
1451616880,2009.0,El tiempo entre costuras,"María Dueñas, Daniel Hahn",252,861,3367,7395,6595
452280397,1997.0,,Toni Morrison,685,1415,4877,6688,5414
425190455,1996.0,Idoru,William Gibson,147,1003,5421,7423,3939
373777922,2013.0,The Best Man,Kristan Higgins,629,1001,4553,7774,7020
64473457,1990.0,Castle in the Air,Diana Wynne Jones,175,1119,6799,11091,7586
545298407,2011.0,A King's Ransom,Jude Watson,332,739,3602,5110,8686
1594202435,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,455,886,4030,7784,7068
1523662441,2016.0,RoomHate,Penelope Ward,555,1378,4529,9143,10721
1416960597,2008.0,Living Dead Girl,Elizabeth Scott,819,1845,5781,7976,7906
938077872,-500.0,धर्मपद [Dhammapada],"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",213,516,2436,4866,9083
,2012.0,Law Man,Kristen Ashley,211,745,4303,12340,18256
671028367,2000.0,Deadly Décisions,Kathy Reichs,135,865,6562,10221,6935
812995821,2015.0,Rising Strong,Brené Brown,506,922,3320,8037,11134
385344031,2013.0,Speaking from Among the Bones,Alan Bradley,242,540,3474,10822,9469
316018775,2009.0,Swimsuit,"James Patterson, Maxine Paetro",707,1907,6321,6749,4768
842371516,1956.0,Through Gates of Splendor,Elisabeth Elliot,162,337,1951,4938,9674
,2012.0,Dirty Red,Tarryn Fisher,281,868,3864,9830,12284
316213071,2015.0,The Darkest Part of the Forest,Holly Black,491,1487,5577,10166,7777
380794470,1998.0,Dream a Little Dream,Susan Elizabeth Phillips,174,704,4437,9459,11064
,2006.0,تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi",439,1139,4102,5416,3125
312144075,1994.0,The Samurai's Garden,Gail Tsukiyama,145,558,3152,7152,6767
,2016.0,The Hating Game,Sally   Thorne,432,1049,3720,9290,14111
804177996,2015.0,Black-Eyed Susans,Julia Heaberlin,383,1134,4866,8273,4194
,2013.0,Neanderthal Seeks Human,Penny Reid,811,1635,6111,10828,10564
1416971777,2011.0,Goliath,"Scott Westerfeld, Keith Thompson",167,559,3594,9438,11633
1421506718,2004.0,家庭教師ヒットマンREBORN! 1,"Akira Amano, JN Productions, Frances E. Wall",397,750,2404,3362,8530
,2012.0,Criminal,Karin Slaughter,171,522,3134,8309,9126
425180964,2000.0,The Bear and the Dragon,Tom Clancy,414,1400,5479,7608,5289
399158987,2013.0,W is for Wasted,Sue Grafton,267,963,5789,9555,5528
1584790830,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,277,525,2514,5550,7841
312335288,1976.0,Vets Might Fly and Vet in a Spin,James Herriot,109,245,2467,7537,11956
312934327,2005.0,Sins of the Night,Sherrilyn Kenyon,130,890,5620,10622,13205
1595143998,2013.0,Shades of Earth,Beth Revis,445,1146,4734,9221,11293
